"institution;period;sek;doi;is_hybrid"
"ki;2021;15628,99;10.3389/fncel.2021.680858;FALSE"
"ki;2021;24748,14;10.3389/fneur.2021.634065;FALSE"
"ki;2021;24330,72;10.3389/fnins.2021.656876;FALSE"
"ki;2021;25735,51;10.3389/fnins.2021.660726;FALSE"
"ki;2021;12539,86;10.3389/fnins.2021.673184;FALSE"
"ki;2021;15736,47;10.3389/fnins.2021.698633;FALSE"
"ki;2021;24697,11;10.3389/fonc.2021.640490;FALSE"
"ki;2021;24591,79;10.3389/fonc.2021.692834;FALSE"
"ki;2021;24991,52;10.3389/fphys.2021.676501;FALSE"
"ki;2021;22319,52;10.3389/fpsyg.2021.575100;FALSE"
"ki;2021;24484,12;10.3389/fpsyg.2021.580463;FALSE"
"ki;2021;6138,88;10.3389/fpsyt.2021.651083;FALSE"
"ki;2021;25441,39;10.3389/fpsyt.2021.658171;FALSE"
"ki;2021;15372,76;10.3389/fpsyt.2021.676962;FALSE"
"ki;2021;24762,6;10.3389/fpsyt.2021.682868;FALSE"
"ki;2021;4539,83;10.3389/ftox.2021.653386;FALSE"
"ki;2021;11534,52;10.3390/antibiotics10050526;FALSE"
"ki;2021;16302,38;10.3390/biology10060521;FALSE"
"ki;2021;9110,25;10.3390/biom11060858;FALSE"
"ki;2021;20133,88;10.3390/cancers13112553;FALSE"
"ki;2021;19076,32;10.3390/cancers13122995;FALSE"
"ki;2021;18257,38;10.3390/cells10061276;FALSE"
"ki;2021;14663,14;10.3390/healthcare9060764;FALSE"
"ki;2021;21171,61;10.3390/ijerph18073546;FALSE"
"ki;2021;21196,5;10.3390/ijerph18084001;FALSE"
"ki;2021;18958,61;10.3390/ijerph18094642;FALSE"
"ki;2021;18977,24;10.3390/ijerph18158105;FALSE"
"ki;2021;16437,42;10.3390/ijms22094530;FALSE"
"ki;2021;16437,42;10.3390/ijms22094542;FALSE"
"ki;2021;16349,12;10.3390/ijms22126247;FALSE"
"ki;2021;9585,12;10.3390/jpm11060448;FALSE"
"ki;2021;12300,67;10.3390/jpm11060519;FALSE"
"ki;2021;13857,04;10.3390/metabo11060387;FALSE"
"ki;2021;16774,29;10.3390/microorganisms9040827;FALSE"
"ki;2021;14620,29;10.3390/microorganisms9061137;FALSE"
"ki;2021;12986,49;10.3390/ph14040368;FALSE"
"ki;2021;16582,2;10.3390/ph14050400;FALSE"
"ki;2021;17415,87;10.3390/su13095221;FALSE"
"ki;2021;10020,77;10.3390/v13050910;FALSE"
"ki;2021;20108,09;10.3390/v13061031;FALSE"
"ki;2021;23307,51;10.3892/or.2021.8119;TRUE"
"ki;2021;21367,54;10.7554/elife.65658;FALSE"
"ki;2021;12879,3;10.1158/0008-5472.can-21-0482 ;TRUE"
"ki;2021;39465,07;10.1161/hypertensionaha.121.17454;TRUE"
"ki;2021;36919,8;10.1212/wnl.0000000000012604;TRUE"
"ki;2021;34496,4;10.1371/journal.pmed.1003790;FALSE"
"ki;2021;28807,92;10.1136/jnnp-2021-327005;FALSE"
"ki;2021;31904,5;10.1212/wnl.0000000000012728;TRUE"
"ki;2021;29157,1;10.1212/wnl.0000000000012366;TRUE"
"ki;2021;25905,9;10.1371/journal.pmed.1003820;FALSE"
"ki;2021;22540,13;10.1136/bmjopen-2021-049141;FALSE"
"ki;2021;12936,15;10.1158/1055-9965.epi-21-0580;TRUE"
"ki;2021;21282,03;10.1183/13993003.00142-2021;TRUE"
"ki;2021;17304;10.2106/jbjs.oa.21.00081;FALSE"
"ki;2021;10557,74;10.1073/pnas.2101290118;TRUE"
"ki;2021;4558,53;10.1183/23120541.00457-2021;FALSE"
"ki;2021;21326;10.4269/ajtmh.21-0040;TRUE"
"ki;2021;23723,98;10.2147/ijn.s314643;FALSE"
"ki;2021;21659;10.7554/elife.65758;FALSE"
"ki;2021;22329,78;10.1016/j.csbj.2021.09.020;FALSE"
"ki;2021;4101,04;10.3324/haematol.2021.278828;FALSE"
"ki;2021;25759,11;10.3389/fnins.2021.768418;FALSE"
"ki;2021;25756,75;10.3389/fneur.2021.696218;FALSE"
"ki;2021;25756,75;10.3389/fimmu.2021.694853;FALSE"
"ki;2021;25679,75;10.3389/fphar.2021.712084;FALSE"
"ki;2021;25628,13;10.3389/fnagi.2021.694254;FALSE"
"ki;2021;25590,07;10.3389/fpsyg.2021.708037;FALSE"
"ki;2021;25570,6;10.3389/fneur.2021.763573;FALSE"
"ki;2021;25559,1;10.3389/fnagi.2021.737736;FALSE"
"ki;2021;25519,57;10.3389/fnagi.2021.714186;FALSE"
"ki;2021;25470,01;10.3389/fimmu.2021.720025;FALSE"
"ki;2021;25368,53;10.3389/fonc.2021.682470;FALSE"
"ki;2021;25359,09;10.3389/fpsyt.2021.740867;FALSE"
"ki;2021;25329,29;10.3389/fimmu.2021.707217;FALSE"
"ki;2021;25282,09;10.3389/fonc.2021.748657;FALSE"
"ki;2021;25282,09;10.3389/fneur.2021.706610;FALSE"
"ki;2021;25282,09;10.3389/fonc.2021.713685;FALSE"
"ki;2021;25220,73;10.3389/fendo.2021.721813;FALSE"
"ki;2021;25157,31;10.3389/fonc.2021.700568;FALSE"
"ki;2021;25105,39;10.3389/fpsyg.2021.685260;FALSE"
"ki;2021;24537,81;10.3389/fnhum.2021.698367;FALSE"
"ki;2021;24077,55;10.3389/fcell.2020.00463;FALSE"
"ki;2021;23001,86;10.3389/fpsyt.2021.670246;FALSE"
"ki;2021;16404,41;10.3389/fdgth.2021.688218;FALSE"
"ki;2021;16027,66;10.3389/fendo.2021.732726;FALSE"
"ki;2021;15832,67;10.3389/fpsyt.2021.713251;FALSE"
"ki;2021;15634,03;10.3389/fnagi.2021.704583;FALSE"
"ki;2021;15421,97;10.3389/fimmu.2021.686768;FALSE"
"ki;2021;7807,14;10.1155/2021/1578543;FALSE"
"ki;2021;33752,95;10.18632/aging.203467;FALSE"
"ki;2021;33059,95;10.18632/aging.203407;FALSE"
"ki;2021;32842,04;10.18632/aging.203262;FALSE"
"ki;2021;32842,04;10.18632/aging.203280;FALSE"
"ki;2021;26320,57;10.1080/19490976.2021.1983101;FALSE"
"ki;2021;15281,7;10.1080/02813432.2021.1922834;FALSE"
"ki;2021;17184,25;10.1128/spectrum.01440-21;TRUE"
"ki;2021;11997,38;10.1128/spectrum.00549-21;TRUE"
"ki;2021;9083,24;10.1128/mra.00559-21;FALSE"
"ki;2021;24915;10.26508/lsa.202000980;FALSE"
"ki;2021;27932,8;10.1089/nat.2021.0021;TRUE"
"ki;2021;21372,78;10.3390/ijerph18179084;FALSE"
"ki;2021;20319,36;10.3390/cancers13143627;FALSE"
"ki;2021;20307,85;10.3390/cancers13153736;FALSE"
"ki;2021;20190,81;10.3390/jcm10143138;FALSE"
"ki;2021;20107,69;10.3390/cancers13194850;FALSE"
"ki;2021;19956,33;10.3390/nu13082507;FALSE"
"ki;2021;19738,58;10.3390/nu13072357;FALSE"
"ki;2021;19205,27;10.3390/cancers13184689;FALSE"
"ki;2021;18337,46;10.3390/biomedicines9070801;FALSE"
"ki;2021;18279,75;10.3390/cells10102596;FALSE"
"ki;2021;18278,11;10.3390/jcm10173938;FALSE"
"ki;2021;18041,01;10.3390/jcm10122554;FALSE"
"ki;2021;18037,44;10.3390/cancers13102456;FALSE"
"ki;2021;17583,6;10.3390/cancers13153707;FALSE"
"ki;2021;17260,28;10.3390/cancers13133151;FALSE"
"ki;2021;16479,78;10.3390/cancers13184655;FALSE"
"ki;2021;16407,72;10.3390/ijms22115882;FALSE"
"ki;2021;16302,38;10.3390/ijms22126345;FALSE"
"ki;2021;15572,83;10.3390/antiox10071070;FALSE"
"ki;2021;15564,71;10.3390/ijms221810139;FALSE"
"ki;2021;15537,73;10.3390/ijms221910600;FALSE"
"ki;2021;15010,72;10.3390/curroncol28050307;FALSE"
"ki;2021;14868,01;10.3390/diagnostics11091538;FALSE"
"ki;2021;14777,7;10.3390/cells10071713;FALSE"
"ki;2021;14770,34;10.3390/diagnostics11081505;FALSE"
"ki;2021;14708,59;10.3390/healthcare9081028;FALSE"
"ki;2021;14649,15;10.3390/children8090808;FALSE"
"ki;2021;13994,58;10.3390/pharmaceutics13060878;FALSE"
"ki;2021;10110,13;10.3390/v13091861;FALSE"
"ki;2021;10030,58;10.3390/cancers13133242;FALSE"
"ki;2021;10030,58;10.3390/v13071234;FALSE"
"ki;2021;8540,43;10.2340/20030711-1000067;FALSE"
"ki;2021;20385,51;10.1093/ehjopen/oeab020;TRUE"
"ki;2021;19013,79;10.1093/noajnl/vdab096;FALSE"
"ki;2021;17442,37;10.1093/ckj/sfab159;FALSE"
"ki;2021;8558,77;10.1093/bjsopen/zrab060;FALSE"
"ki;2021;22050,5;10.1371/journal.pgen.1009763;FALSE"
"ki;2021;15127,8;10.1371/journal.pone.0257677;FALSE"
"ki;2021;14772,94;10.1371/journal.pone.0254805;FALSE"
"ki;2021;14609,37;10.1371/journal.pone.0247568;FALSE"
"ki;2021;14506,15;10.1371/journal.pone.0254255;FALSE"
"ki;2021;14506,15;10.1371/journal.pone.0254079;FALSE"
"ki;2021;16397,19;10.1177/09636897211039739;FALSE"
"ki;2021;12267,38;10.1177/16094069211032071;FALSE"
"ki;2021;5225,59;10.1177/21649561211049154;FALSE"
"ki;2021;11779,22;10.5271/sjweh.3986;FALSE"
"ki;2021;11754,38;10.5271/sjweh.3978;FALSE"
"ki;2021;16488,89;10.3390/antiox10050793;FALSE"
"ki;2021;14651,75;10.1371/journal.pone.0253944;FALSE"
"ki;2021;14558,61;10.1371/journal.pone.0245488;FALSE"
"ki;2021;14116,23;10.1371/journal.pone.0247670;FALSE"
"ki;2021;22476;10.3389/fcvm.2021.692122;FALSE"
"ki;2021;42601,09;10.1523/jneurosci.0021-21.2021;TRUE"
"ki;2021;10039,09;10.3892/ol.2021.12945;FALSE"
"ki;2021;45647,24;10.1038/s41380-021-01263-2;TRUE"
"ki;2021;45277,16;10.1038/s41380-021-01202-1;TRUE"
"ki;2021;38917,85;10.1007/s10557-021-07212-z;TRUE"
"ki;2021;17190,51;10.1038/s41598-021-94558-x;FALSE"
"ki;2021;17111,08;10.1038/s41598-021-93926-x;FALSE"
"ki;2021;31673,61;10.1172/jci.insight.140364;FALSE"
"ki;2021;17966,1;10.1332/174426421x16178101375342;TRUE"
"ki;2021;3572,03;10.18291/njwls.128552;FALSE"
"ki;2021;33729,96;10.1002/mds.28767;TRUE"
"ki;2021;15676,58;10.1002/jev2.12142;FALSE"
"ki;2021;10374,73;10.1002/ccr3.4773;FALSE"
"ki;2021;36626,97;10.1212/wnl.0000000000011832;TRUE"
"ki;2021;18797,76;10.1097/gox.0000000000003561;FALSE"
"ki;2021;29014,58;10.1523/jneurosci.0860-21.2021;TRUE"
"ki;2021;36242,13;10.1038/s41380-021-01371-z;TRUE"
"ki;2021;45592,2;10.1038/s41380-021-01257-0;TRUE"
"ki;2021;44787,61;10.1038/s41366-021-00914-2;TRUE"
"ki;2021;8254,42;10.3390/biology10090874;FALSE"
"ki;2021;16168,14;10.3390/v13071323;FALSE"
"ki;2021;36068;10.1097/aci.0000000000000787;TRUE"
"ki;2021;5223;10.1212/nxg.0000000000000628;FALSE"
"ki;2021;8558,77;10.1093/bjsopen/zrab072;FALSE"
"ki;2021;16101,25;10.3389/fpsyt.2021.730153;FALSE"
"ki;2021;16082,05;10.3389/fendo.2021.724766;FALSE"
"ki;2021;25157,31;10.3389/fcell.2021.682294;FALSE"
"ki;2021;16589,83;10.3390/ijms22168907;FALSE"
"ki;2021;17334,4;10.1044/2021_jslhr-21-00367;TRUE"
"ki;2021;28338,31;10.1186/s13195-021-00840-5;FALSE"
"ki;2021;24476,76;10.14309/ctg.0000000000000437;FALSE"
"ki;2021;19351;10.1073/pnas.2109123118;TRUE"
"ki;2021;37496,58;10.1097/j.pain.0000000000002543;TRUE"
"ki;2021;34585,2;10.1371/journal.pmed.1003840;FALSE"
"ki;2021;51689,24;10.1073/pnas.2101209118;TRUE"
"ki;2021;17824,05;10.1136/bmjopen-2021-052176;FALSE"
"ki;2021;3870,95;10.1163/21971927-bja10021;FALSE"
"ki;2021;30178,72;10.1161/circulationaha.121.056012;TRUE"
"ki;2021;17334,56;10.1302/1863-2548.15.210049;FALSE"
"ki;2021;42940;10.1001/jamapsychiatry.2021.3647;TRUE"
"ki;2021;13168,65;10.1158/0008-5472.can-21-0061;TRUE"
"ki;2021;25788,9;10.1371/journal.pmed.1003853;FALSE"
"ki;2021;34906,8;10.1371/journal.pbio.3001350;FALSE"
"ki;2021;13107;10.1158/0008-5472.can-21-1692;TRUE"
"ki;2021;10544,4;10.1097/ee9.0000000000000182;FALSE"
"ki;2021;40916,11;10.1161/atvbaha.121.316779;TRUE"
"ki;2021;27261,6;10.1001/jamanetworkopen.2021.1740;FALSE"
"ki;2021;25771,3;10.2147/jmdh.s345607;FALSE"
"ki;2021;25764;10.7554/elife.70843;FALSE"
"ki;2021;22244,05;10.1016/j.mcpro.2021.100159;FALSE"
"ki;2021;30579,27;10.1016/j.jacbts.2021.12.003;FALSE"
"ki;2021;22274,05;10.1016/j.mcpro.2021.100157;FALSE"
"ki;2021;16467,68;10.3389/ftox.2021.735331;FALSE"
"ki;2021;25827,84;10.3389/fcell.2021.741162;FALSE"
"ki;2021;25854,98;10.3389/fimmu.2021.761317;FALSE"
"ki;2021;9918,75;10.3389/fcvm.2021.764478;FALSE"
"ki;2021;25506,59;10.3389/fcell.2021.706687;FALSE"
"ki;2021;25506,59;10.3389/fimmu.2021.727300;FALSE"
"ki;2021;13846,36;10.3389/froh.2021.675709;FALSE"
"ki;2021;25348,47;10.3389/fpsyg.2021.772661;FALSE"
"ki;2021;16354,63;10.3389/fspor.2021.656413;FALSE"
"ki;2021;25328,11;10.3389/fneur.2021.765296;FALSE"
"ki;2021;25132,53;10.3389/fmed.2021.764236;FALSE"
"ki;2021;25141,08;10.3389/fcell.2021.612714;FALSE"
"ki;2021;25334,6;10.3389/fped.2021.754941;FALSE"
"ki;2021;23286,74;10.3389/fchem.2021.768535;FALSE"
"ki;2021;20283,52;10.3389/fnut.2021.733602;FALSE"
"ki;2021;26822,88;10.3389/fneur.2021.737211;FALSE"
"ki;2021;25743,77;10.3389/fpsyt.2021.765128;FALSE"
"ki;2021;16930,83;10.3389/fendo.2021.788812;FALSE"
"ki;2021;26529,06;10.3389/fcell.2021.789676;FALSE"
"ki;2021;25743,77;10.3389/fgene.2021.736235;FALSE"
"ki;2021;16797,63;10.3389/fpsyt.2021.782353;FALSE"
"ki;2021;26633,78;10.3389/fnagi.2021.777475;FALSE"
"ki;2021;26955,92;10.3389/fimmu.2021.804812;FALSE"
"ki;2021;12960,83;10.3389/fgene.2021.784963;FALSE"
"ki;2021;26633,78;10.3389/fcimb.2021.808601;FALSE"
"ki;2021;4077,68;10.3389/fphar.2021.781381;FALSE"
"ki;2021;26731,43;10.3389/fimmu.2021.815680;FALSE"
"ki;2021;26756,8;10.3389/fimmu.2021.801096;FALSE"
"ki;2021;26977,75;10.3389/fpubh.2021.711222;FALSE"
"ki;2021;26995,45;10.3389/fimmu.2021.742736;FALSE"
"ki;2021;26678,92;10.3389/fgene.2021.803683;FALSE"
"ki;2021;33845,74;10.18632/aging.203622;FALSE"
"ki;2021;23441,15;10.7189/jogh.12.05007;FALSE"
"ki;2021;29357,32;10.1159/000521571;FALSE"
"ki;2021;24779,12;10.1128/aac.00720-21;TRUE"
"ki;2021;11538,39;10.3390/brainsci11101359;FALSE"
"ki;2021;15306,65;10.3390/nu13103594;FALSE"
"ki;2021;18640,11;10.3390/ijerph182111218;FALSE"
"ki;2021;17787,84;10.3390/cancers13215493;FALSE"
"ki;2021;9035,13;10.3390/biom11111606;FALSE"
"ki;2021;18487,99;10.3390/ijerph182211828;FALSE"
"ki;2021;18005,63;10.3390/cells10112834;FALSE"
"ki;2021;11874,66;10.3390/life11111233;FALSE"
"ki;2021;20820,49;10.3390/ijerph182212214;FALSE"
"ki;2021;11587,03;10.3390/children8111070;FALSE"
"ki;2021;13515,42;10.3390/ma14237106;FALSE"
"ki;2021;15978,35;10.3390/jpm11121303;FALSE"
"ki;2021;10876,76;10.3390/j4040054;FALSE"
"ki;2021;19528,13;10.3390/cancers13236042;FALSE"
"ki;2021;19940,66;10.3390/cancers13225864;FALSE"
"ki;2021;20401,69;10.3390/ijerph182412872;FALSE"
"ki;2021;12925,84;10.3390/v13122537;FALSE"
"ki;2021;20458,02;10.3390/cancers13236093;FALSE"
"ki;2021;18381,84;10.3390/cancers14010181;FALSE"
"ki;2021;9004,84;10.3390/cells10113072;FALSE"
"ki;2021;15812,12;10.3390/ijms23010062;FALSE"
"ki;2021;16312;10.2340/16501977-2875;FALSE"
"ki;2021;16030,5;10.2340/jrm.v53.188;FALSE"
"ki;2021;6660;10.2340/20030711-1000077;FALSE"
"ki;2021;21854,25;10.3791/63148;TRUE"
"ki;2021;17044,41;10.1093/bjsopen/zraa035;FALSE"
"ki;2021;32997,44;10.1093/nar/gkaa1048;FALSE"
"ki;2021;18767,36;10.1093/noajnl/vdab152;FALSE"
"ki;2021;31956,48;10.1093/nar/gkab1073;FALSE"
"ki;2021;17096,72;10.1093/ckj/sfab210;FALSE"
"ki;2021;32874,86;10.1093/cercor/bhab429;TRUE"
"ki;2021;14690,9;10.1371/journal.pone.0257402;FALSE"
"ki;2021;13979,22;10.1371/journal.pone.0255556;FALSE"
"ki;2021;14343,68;10.1371/journal.pone.0232127;FALSE"
"ki;2021;26334,6;10.1371/journal.pmed.1003207;FALSE"
"ki;2021;16005,1;10.1371/journal.pone.0261885;FALSE"
"ki;2021;48379,99;10.1084/jem.20210987;TRUE"
"ki;2021;5112,67;10.1177/21649561211058698;FALSE"
"ki;2021;13446,21;10.1177/20552173211065730;FALSE"
"ki;2021;11714,71;10.5271/sjweh.3988;FALSE"
"ki;2021;16758,09;10.2196/17568;FALSE"
"ki;2021;18647,16;10.3390/ijerph181910280;FALSE"
"ki;2021;9932,08;10.3892/ol.2021.13148;FALSE"
"ki;2021;10464,69;10.5116/ijme.61d5.8706;FALSE"
"ki;2021;31453,15;10.1172/jci.insight.151463;FALSE"
"ki;2021;40604,73;10.1172/jci142883;TRUE"
"ki;2021;36113,6;10.3899/jrheum.210087;TRUE"
"ki;2021;3532,8;10.18291/njwls.129221;FALSE"
"ki;2021;34190,42;10.1002/jcsm.12875;FALSE"
"ki;2021;5160,9;10.1212/nxg.0000000000000636;FALSE"
"ki;2021;18518;10.3390/ijms23010410;FALSE"
"ki;2021;18127,9;10.3390/ijms222312859;FALSE"
"ki;2021;25392,72;10.3389/fnmol.2021.763777;FALSE"
"ki;2021;25905,13;10.3389/fnins.2021.716887;FALSE"
"ki;2021;25506,59;10.3389/fnagi.2021.735334;FALSE"
